,credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not_fully_paid
866,1,credit_card,0.23,425.68,11.7357,17.21,652,13171.7,36338,94.8,4,2,0,1
867,1,small_business,0.23,451.23,10.9101,15.27,800,1347.2,17566,53.0,3,0,0,0
868,0,small_business,0.2069,367.98,11.4975,2.49,777,15048.8,15660,97.7,1,1,0,1
869,0,all_other,0.2206,548.43,10.9923,24.48,756,9391.5,23525,31.0,3,2,0,0
870,1,debt_consolidation,0.23,827.62,11.8525,7.87,722,16924.6,21132,56.4,3,1,1,0
871,1,all_other,0.23,327.94,10.2627,16.24,708,7421.9,29731,31.1,2,1,1,0
872,1,home_improvement,0.23,542.37,10.8951,19.17,624,5474.0,12324,0.4,7,0,0,1
873,1,debt_consolidation,0.23,795.84,11.3039,28.87,659,17916.0,23415,99.7,3,2,0,1
874,0,debt_consolidation,0.1809,707.05,10.7858,14.81,808,10021.5,37342,24.0,5,2,1,0
875,0,educational,0.23,84.62,11.5913,27.52,691,15674.1,23237,97.3,0,2,0,1
876,1,debt_consolidation,0.23,851.37,10.6408,10.65,767,16488.0,39384,65.3,2,2,0,0
877,1,all_other,0.23,89.65,12.1416,25.72,767,9814.0,6943,90.4,7,1,0,0
878,1,major_purchase,0.23,550.44,12.1733,7.07,684,8747.1,8259,96.7,7,1,0,1
879,1,all_other,0.23,539.05,11.0692,21.22,662,10399.1,51935,56.8,7,2,1,1
880,1,home_improvement,0.23,718.43,11.2316,2.66,765,15411.6,27709,100.0,0,0,0,0
881,0,debt_consolidation,0.23,176.18,11.615,29.58,639,17399.2,36549,76.7,6,0,1,1
882,0,major_purchase,0.23,202.46,10.1877,28.62,723,6581.5,44387,52.4,2,0,1,0
883,1,small_business,0.23,689.29,10.1128,13.27,806,13556.7,8766,65.5,0,1,0,1
884,1,major_purchase,0.23,177.08,11.6539,15.72,769,5851.4,58335,19.4,0,0,1,1
885,0,educational,0.23,449.03,11.0644,17.93,780,11386.2,25432,1.1,6,1,0,0
886,1,all_other,0.23,671.9,10.7641,8.25,637,14681.4,53382,25.7,4,1,0,0
887,0,debt_consolidation,0.23,603.56,10.9067,20.23,661,16070.3,25002,43.5,4,2,1,1
888,0,all_other,0.23,229.01,9.4684,20.96,677,8628.2,24334,22.8,7,1,1,0
889,1,credit_card,0.23,308.37,10.7857,15.75,681,7285.8,36037,51.4,0,0,0,1
890,1,home_improvement,0.23,873.63,10.4482,4.43,660,5308.7,11453,65.8,0,2,1,1
891,0,credit_card,0.2289,431.37,11.4508,27.58,824,3268.1,36532,65.6,7,1,1,0
892,0,educational,0.23,87.79,11.497,3.45,654,7203.6,58998,89.4,4,0,0,1
893,1,small_business,0.23,236.65,11.246,18.88,768,15823.6,38713,96.6,6,1,1,0
894,1,credit_card,0.2187,341.07,11.1373,3.09,743,8119.8,4203,89.1,4,0,1,1
895,0,educational,0.23,899.57,10.0016,4.38,748,6394.0,41874,62.0,1,1,1,1
896,1,major_purchase,0.23,307.29,11.2544,0.62,665,13565.2,2004,20.6,4,2,0,1
897,0,home_improvement,0.23,72.44,11.2776,10.9,684,4664.9,6201,94.3,7,0,0,0
898,1,credit_card,0.2236,485.98,11.6471,19.19,747,5356.9,17074,17.5,0,2,0,0
899,0,all_other,0.23,121.06,12.1709,15.65,682,16910.4,18295,15.1,1,1,1,1
900,1,small_business,0.229,282.96,9.8845,20.24,765,2387.0,212,31.8,2,2,0,1
901,1,major_purchase,0.23,893.53,10.6669,20.25,628,8048.7,1040,57.4,3,2,1,0
902,1,credit_card,0.23,648.94,10.4546,4.21,635,10804.8,47354,68.1,5,2,0,1
903,1,major_purchase,0.23,93.07,11.0035,1.72,772,4914.4,27278,1.3,1,0,0,0
904,1,credit_card,0.23,431.38,10.908,18.76,749,5777.2,11989,77.8,7,2,0,0
905,1,credit_card,0.23,195.89,10.7596,19.6,629,4771.4,25765,17.5,1,1,1,0
906,1,home_improvement,0.2261,154.5,11.5166,16.7,808,6868.2,41576,29.6,1,2,0,1
907,1,credit_card,0.23,549.01,10.2392,7.37,621,16274.6,44059,32.2,7,2,0,1
908,1,all_other,0.23,479.81,10.2753,24.32,820,8337.0,17288,33.2,3,1,1,1
909,1,all_other,0.23,681.44,10.2855,2.27,773,8103.1,10027,76.0,4,2,1,1
910,1,credit_card,0.2088,808.46,10.6838,18.97,827,7571.9,57560,4.1,3,1,1,1
911,1,major_purchase,0.23,259.68,10.1628,3.61,819,17390.0,37889,19.7,2,0,1,0
912,0,all_other,0.23,834.54,10.8709,19.63,685,2994.1,58977,2.2,4,2,0,1
913,1,small_business,0.23,490.29,10.8007,12.53,778,15821.9,18401,77.8,6,1,0,1
914,0,major_purchase,0.23,270.01,10.4281,21.54,664,6561.7,6675,98.4,0,0,0,1
915,1,small_business,0.23,768.92,11.4243,1.57,719,17260.7,22914,66.0,7,0,0,1
916,0,credit_card,0.23,80.2,10.8643,16.65,670,6358.9,19670,59.0,1,2,1,1
917,1,major_purchase,0.23,525.58,11.5376,4.35,722,2408.9,43157,90.8,7,2,0,1
918,0,credit_card,0.23,663.38,10.783,20.47,803,9840.7,42967,25.5,7,2,1,0
919,1,credit_card,0.23,287.98,10.8855,3.6,711,4873.7,4292,6.6,7,1,0,0
920,1,educational,0.23,783.97,10.5623,2.21,639,13800.8,35264,51.0,5,0,0,1
921,0,all_other,0.23,254.24,10.8958,21.39,688,12174.2,20566,26.0,7,1,1,0
922,1,small_business,0.2294,763.89,11.3273,1.91,785,12670.0,36893,45.1,6,0,0,1
923,0,debt_consolidation,0.23,116.76,10.6532,6.74,729,4289.3,23479,45.6,5,0,0,1
924,1,small_business,0.23,185.94,11.211,24.74,737,13046.7,32245,31.9,7,0,0,0
925,1,educational,0.23,373.84,10.4124,24.29,710,6292.6,42944,48.6,2,1,1,0
926,0,small_business,0.23,775.95,11.3554,25.62,681,17977.5,17603,38.0,6,0,1,1
927,0,small_business,0.2224,172.9,10.5521,9.78,745,13440.1,11953,11.3,7,0,0,1
928,0,major_purchase,0.23,794.12,11.411,15.84,752,11037.0,42359,86.7,5,0,1,1
929,0,all_other,0.23,245.27,10.9366,23.2,808,15741.0,56844,70.1,0,2,1,0
930,0,all_other,0.23,434.63,11.8126,4.11,749,11018.3,26640,4.1,1,1,1,0
931,1,debt_consolidation,0.1789,349.82,10.2076,21.73,828,10396.7,59865,11.6,1,1,1,1
932,1,small_business,0.23,150.41,10.0143,2.92,793,5034.4,11093,9.7,4,1,1,0
933,0,major_purchase,0.23,852.66,10.5303,27.4,636,12527.9,49134,6.2,3,1,1,0
934,0,major_purchase,0.23,422.45,10.0692,19.12,702,7369.0,59292,5.9,6,1,0,1
935,0,major_purchase,0.23,636.78,10.0704,14.8,700,1732.4,17982,15.7,2,2,1,0
936,1,debt_consolidation,0.23,538.98,11.2729,14.54,620,14873.1,8871,84.8,1,2,1,0
937,0,small_business,0.23,476.46,10.8975,5.44,657,1881.8,39831,82.8,4,0,1,1
938,0,major_purchase,0.2098,574.09,10.6122,10.38,780,12429.1,52163,78.3,1,2,1,0
939,0,credit_card,0.23,813.59,10.6678,21.81,693,3664.3,4988,61.5,7,0,1,0
940,0,home_improvement,0.23,644.42,10.5417,16.23,651,8353.7,38443,72.3,0,0,1,0
941,1,educational,0.23,502.61,11.8902,15.88,680,15604.6,52276,73.8,3,1,1,1
942,0,all_other,0.23,598.41,10.4587,5.86,677,2605.1,1920,88.9,7,1,0,0
943,1,major_purchase,0.23,565.44,10.1067,20.71,656,12341.6,30959,73.2,4,2,0,0
944,1,home_improvement,0.23,418.15,11.3776,11.76,641,11414.5,4619,73.6,6,2,1,0
945,1,small_business,0.23,581.05,10.7705,5.48,780,15748.0,10586,80.4,3,0,0,1
946,0,small_business,0.23,427.03,12.1233,28.31,793,3936.5,29180,55.6,6,1,1,1
947,1,small_business,0.23,693.97,10.5843,15.2,724,14596.4,19644,21.3,5,2,0,0
948,0,major_purchase,0.23,873.58,11.4076,15.84,749,8652.1,5108,8.5,4,2,0,1
949,1,educational,0.23,865.89,11.5493,29.44,813,8286.9,48044,41.9,0,1,1,1
950,1,all_other,0.23,747.63,10.5872,10.99,796,7150.3,12177,9.2,7,1,1,0
951,0,educational,0.23,561.5,10.4542,28.29,626,7554.8,52213,16.9,0,1,1,1
952,1,small_business,0.2218,686.93,11.3448,20.85,820,9839.3,10604,2.4,2,0,0,0
953,1,small_business,0.23,201.34,11.2449,18.99,634,2815.6,31182,30.0,5,1,1,1
954,1,all_other,0.23,457.17,10.0536,7.03,625,8226.1,43622,97.0,6,2,0,0
955,0,all_other,0.23,268.71,10.2229,1.55,704,12083.7,28818,37.9,4,0,1,1
956,1,small_business,0.23,52.97,9.3781,13.13,776,9469.3,25025,24.1,3,2,0,0
957,0,all_other,0.23,871.73,11.2572,0.31,636,3819.1,45044,40.3,3,0,0,1
958,0,all_other,0.23,784.27,10.7429,2.13,681,7171.9,706,30.1,7,0,1,1
959,1,major_purchase,0.23,486.64,10.8027,17.86,675,8530.3,49571,67.4,2,2,1,0
960,0,all_other,0.23,266.03,9.8851,21.73,703,12370.9,41393,63.4,6,1,1,0
961,1,small_business,0.23,639.03,10.2411,5.04,827,16313.0,45890,2.7,0,1,0,1
962,0,debt_consolidation,0.23,419.58,10.6132,21.98,689,10356.4,25258,51.1,5,1,1,1
963,0,debt_consolidation,0.23,732.85,10.4966,28.49,663,12498.3,23065,3.6,5,1,0,0
964,0,major_purchase,0.23,899.59,10.9707,22.3,645,2312.2,34315,67.7,5,1,1,0
965,1,debt_consolidation,0.23,346.72,11.2501,23.54,661,17225.9,38515,93.6,3,2,1,1
966,1,major_purchase,0.23,257.74,12.2618,21.02,647,6358.5,55511,90.7,5,1,1,0
967,0,educational,0.2282,277.28,10.888,6.74,740,7023.0,51441,20.6,3,0,0,1
968,1,home_improvement,0.23,129.34,11.5692,10.83,708,4788.3,3233,74.3,4,0,1,0
969,0,educational,0.23,384.94,10.402,28.48,724,2439.4,9105,79.3,7,1,1,1
970,1,all_other,0.2268,64.81,9.895,19.84,794,14430.8,56797,86.4,5,1,0,1
971,0,educational,0.23,147.24,10.6886,23.67,741,5088.3,23288,26.0,5,1,1,0
972,1,credit_card,0.23,280.94,9.9414,29.06,652,5805.7,34817,45.1,7,0,0,1
973,0,all_other,0.23,185.88,10.9088,6.94,699,4090.5,3397,22.2,1,0,1,0
974,0,all_other,0.23,672.34,10.4317,9.65,685,17573.0,6277,2.4,4,0,0,1
975,1,major_purchase,0.2029,139.76,9.7274,19.34,793,14277.6,24532,65.9,5,2,0,1
976,1,debt_consolidation,0.23,786.09,11.9416,0.73,684,16808.3,43039,43.1,5,1,0,0
977,0,major_purchase,0.23,237.95,10.5775,17.14,649,15649.3,46336,24.8,1,2,0,0
978,1,debt_consolidation,0.23,142.3,9.9174,24.26,774,16407.0,53681,84.7,6,1,0,1
979,1,all_other,0.23,58.59,11.4389,18.31,709,9143.6,11821,49.6,1,0,0,0
980,0,small_business,0.23,657.92,10.4628,8.86,640,3899.2,12110,99.5,3,1,0,1
981,0,credit_card,0.23,268.12,11.5541,21.72,764,6557.0,32513,79.3,5,2,0,0
982,1,home_improvement,0.23,483.07,10.46,4.38,664,5971.7,32815,86.9,2,1,0,1
983,1,educational,0.23,144.87,10.5755,26.84,802,13191.3,2195,77.3,1,0,0,0
984,1,major_purchase,0.2159,887.5,11.1069,3.03,794,1436.4,26830,10.6,5,0,1,1
985,1,debt_consolidation,0.23,156.58,11.2559,25.9,697,3414.7,53858,6.5,2,2,0,0
986,1,small_business,0.23,400.14,11.3611,14.93,736,12609.0,9833,91.5,6,0,1,0
987,1,small_business,0.2207,773.9,10.8462,12.86,739,3098.5,49200,13.8,7,2,1,0
988,1,debt_consolidation,0.2268,258.15,11.2172,15.02,757,1821.0,26834,39.1,2,2,0,1
989,0,small_business,0.23,276.93,11.3474,6.01,634,2856.7,31464,61.0,5,0,1,1
990,1,home_improvement,0.23,737.22,11.0203,13.73,688,12741.5,38496,21.2,1,1,1,1
991,1,small_business,0.23,282.34,10.8144,25.49,655,3368.5,42347,22.5,7,1,1,0
992,0,all_other,0.2108,52.44,10.0328,24.03,766,3487.2,38249,46.6,1,2,0,1
993,1,credit_card,0.23,413.73,11.2595,4.89,634,4915.1,6234,36.1,7,2,0,0
994,1,major_purchase,0.23,60.65,10.9253,20.2,728,13765.5,17720,67.7,6,0,1,1
995,0,major_purchase,0.23,823.32,10.6518,25.71,772,4406.0,50712,7.5,2,0,1,0
996,0,credit_card,0.23,595.54,11.6667,24.59,819,1601.4,2408,48.9,6,2,0,0
997,0,credit_card,0.23,545.56,10.0433,12.77,680,16399.7,42915,17.4,5,1,0,1
998,0,small_business,0.23,221.35,11.8864,1.44,621,15897.4,31228,60.7,5,0,0,0
999,0,major_purchase,0.2129,644.95,10.8866,27.94,771,4141.9,7198,11.6,3,1,0,0
1000,0,credit_card,0.23,625.67,11.0905,11.88,620,5510.8,7366,19.8,1,0,0,1
1001,0,credit_card,0.23,101.39,10.663,10.83,633,4205.5,58841,80.4,5,0,0,0
1002,0,major_purchase,0.23,798.72,9.8998,22.79,828,13232.1,1862,23.5,0,2,1,0
1003,0,small_business,0.2113,542.5,10.8162,7.92,801,5250.2,1351,73.7,2,0,1,1
1004,1,educational,0.23,723.6,11.1008,25.04,768,16834.6,1002,27.3,1,2,1,1
1005,0,major_purchase,0.23,273.48,11.3057,2.28,795,15069.9,37710,23.5,0,0,1,0
1006,1,educational,0.23,153.74,10.7812,22.22,635,11002.8,55583,29.9,0,0,1,0
1007,0,credit_card,0.23,647.08,9.5845,28.97,638,1151.9,10305,88.1,0,2,0,1
1008,1,credit_card,0.23,724.8,9.975,29.87,683,16022.4,47745,39.7,7,0,1,1
1009,1,credit_card,0.23,378.13,12.1312,27.71,624,13371.9,43155,24.4,6,1,1,0
1010,1,debt_consolidation,0.23,70.14,10.2445,26.12,806,14394.4,13786,53.7,7,1,0,1
1011,0,major_purchase,0.23,745.52,11.7562,8.37,631,2221.0,4224,38.6,0,1,1,0
1012,1,small_business,0.23,225.18,10.3395,29.0,734,13045.5,29274,79.0,7,1,0,0
1013,0,debt_consolidation,0.23,338.18,10.7905,27.84,799,14678.0,4866,99.0,4,0,0,1
1014,0,credit_card,0.2235,584.0,11.2751,16.03,774,17262.8,6814,52.7,6,0,0,1
1015,1,credit_card,0.23,134.96,10.4079,12.06,669,10868.0,27977,45.2,6,0,1,1
1016,0,all_other,0.23,111.2,11.8553,3.28,718,9636.7,48939,34.3,2,0,0,1
1017,0,home_improvement,0.2199,71.85,10.9454,17.72,735,8231.7,59640,97.3,5,1,0,0
1018,1,all_other,0.23,829.14,11.1765,21.02,781,12921.9,37670,48.3,5,1,1,0
1019,0,educational,0.23,314.68,10.7394,12.12,709,16654.0,16590,17.8,3,0,0,0
1020,1,credit_card,0.23,611.56,11.2952,12.18,679,11195.8,19697,96.9,3,0,0,1
1021,0,home_improvement,0.23,890.85,11.8473,17.2,787,4863.8,36751,96.1,1,2,1,0
1022,0,home_improvement,0.23,619.03,10.8212,0.83,806,1298.8,10392,43.6,1,0,0,1
1023,0,all_other,0.23,496.33,11.9378,28.74,722,11524.9,31115,34.8,7,1,0,0
1024,0,major_purchase,0.23,492.78,10.533,8.7,625,15698.2,46134,68.0,5,2,0,1
1025,0,educational,0.23,370.38,11.3585,4.23,725,2121.6,50527,82.9,4,2,1,0
1026,0,debt_consolidation,0.2005,559.81,11.1935,0.16,806,7758.7,3547,49.9,5,2,1,0
1027,0,home_improvement,0.2138,864.97,10.2589,25.71,827,16980.8,17315,33.1,3,1,0,1
1028,0,debt_consolidation,0.23,719.84,11.0283,25.9,704,9528.5,15288,30.1,1,1,0,0
1029,0,home_improvement,0.23,410.59,10.9044,2.86,651,4751.2,33296,32.7,7,2,1,1
1030,1,small_business,0.23,332.58,10.3881,4.57,740,7012.2,11118,11.8,7,2,1,1
1031,1,all_other,0.2066,801.0,11.1148,13.44,794,7938.4,57037,77.9,1,0,1,0
1032,1,all_other,0.23,165.42,10.9878,5.57,818,2993.9,55025,10.5,6,2,0,0
1033,1,all_other,0.23,772.15,10.8564,22.07,630,12233.5,19955,39.8,3,2,1,1
1034,0,all_other,0.23,266.82,10.8589,1.74,681,11066.8,24425,83.5,5,2,0,1
1035,0,all_other,0.23,658.28,10.846,16.49,720,12011.3,26364,40.4,0,0,1,1
1036,1,all_other,0.23,735.29,10.6794,11.48,640,11383.5,2557,29.5,3,1,1,0
1037,0,small_business,0.2242,455.45,10.9839,13.95,806,1283.4,53328,94.8,0,0,1,1
1038,1,debt_consolidation,0.23,213.44,10.5137,12.74,643,3965.9,46762,12.7,6,0,0,1
1039,0,debt_consolidation,0.2064,768.05,12.4941,4.59,759,3814.7,19949,88.5,3,1,0,1
1040,0,home_improvement,0.23,362.38,10.0544,6.61,812,2665.2,32846,6.2,2,0,0,0
1041,1,small_business,0.23,322.58,10.5492,1.94,763,13503.1,22840,41.4,5,0,0,0
1042,1,credit_card,0.23,483.51,10.5966,3.46,780,3042.3,13691,63.2,7,0,0,1
1043,1,credit_card,0.23,419.82,12.1243,29.34,675,12359.3,18247,37.0,2,1,1,0
1044,0,small_business,0.23,630.59,10.1079,8.39,793,4032.6,6425,53.5,5,0,1,1
1045,0,all_other,0.23,166.62,11.1556,9.21,707,3011.3,48571,20.4,5,2,0,1
1046,1,major_purchase,0.23,420.34,11.049,3.81,632,3763.0,39287,56.9,3,2,0,0
1047,0,credit_card,0.23,807.95,11.1002,22.65,696,9642.9,55823,13.5,6,2,0,0
1048,1,debt_consolidation,0.23,80.65,11.6418,27.72,693,11973.2,394,79.6,1,2,1,1
1049,0,home_improvement,0.23,438.74,11.6295,23.69,729,14802.7,37865,58.4,7,1,1,0
1050,1,all_other,0.23,611.45,10.6294,18.38,675,3185.6,33623,48.2,3,1,0,0
1051,1,major_purchase,0.23,804.55,11.0164,24.4,717,11475.2,37417,5.5,0,2,0,0
1052,0,home_improvement,0.23,554.72,9.7815,12.13,709,14155.3,59382,50.0,7,1,1,0
1053,1,all_other,0.23,750.81,10.9595,25.78,688,6310.9,23400,56.4,6,1,0,1
1054,0,credit_card,0.23,239.29,10.4236,23.96,766,2355.2,8461,26.6,6,1,0,0
1055,0,credit_card,0.23,349.89,10.7882,0.05,684,3651.1,749,67.8,1,0,1,1
1056,1,major_purchase,0.23,850.81,9.8888,14.63,780,2556.5,29520,7.7,6,2,0,0
1057,1,credit_card,0.23,803.08,11.1429,7.94,672,16082.6,10436,20.9,5,2,1,1
1058,0,home_improvement,0.2201,524.26,9.8821,2.59,801,7403.9,8466,73.8,7,2,1,0
1059,0,major_purchase,0.23,454.17,10.989,25.39,696,9896.9,8846,14.7,2,0,1,1
1060,0,educational,0.23,433.41,10.1641,0.24,628,14067.7,16618,24.6,7,2,0,1
1061,1,credit_card,0.23,99.97,10.3902,21.9,651,7315.5,6952,65.1,5,0,0,0
1062,1,debt_consolidation,0.1969,808.52,11.5928,29.65,789,12034.7,29154,72.9,2,0,1,1
1063,1,major_purchase,0.23,745.43,11.2528,14.46,803,2303.6,39242,5.1,1,0,0,1
1064,0,small_business,0.23,437.81,11.5895,11.14,664,9175.4,17359,12.7,7,0,1,1
1065,0,all_other,0.23,287.52,11.8358,18.17,746,2640.8,8180,44.6,5,0,1,0
1066,0,small_business,0.2242,341.48,10.4363,24.14,740,5220.8,34345,59.3,0,2,0,1
1067,0,credit_card,0.23,154.69,11.7994,7.21,648,5986.8,5138,45.4,1,0,0,1
1068,0,small_business,0.23,663.52,10.0207,7.52,714,13198.9,44255,64.7,6,2,1,1
1069,1,major_purchase,0.23,523.17,11.3477,18.22,765,12459.8,22954,75.6,1,0,1,0
1070,0,all_other,0.1858,248.99,10.604,28.2,823,13700.4,24597,95.0,1,1,1,0
1071,0,home_improvement,0.23,579.55,10.3418,8.95,798,2049.8,14941,35.0,4,1,0,1
1072,1,all_other,0.23,882.35,11.2687,11.3,640,17896.5,16969,16.3,6,2,0,0
1073,1,debt_consolidation,0.23,154.04,11.467,29.8,669,1925.1,8751,26.4,2,2,0,0
1074,1,debt_consolidation,0.23,439.71,11.4492,5.29,711,15037.7,33480,14.8,5,2,1,0
1075,0,educational,0.23,470.03,11.0289,2.31,651,13584.6,8767,39.4,5,2,0,1
1076,0,home_improvement,0.23,191.78,10.9792,17.69,739,11060.0,40832,87.3,4,0,1,1
1077,1,credit_card,0.23,501.84,11.2161,0.73,621,8460.6,15372,34.7,5,0,0,0
1078,1,debt_consolidation,0.23,565.08,11.0823,5.41,643,13871.3,33926,14.9,1,1,0,1
1079,0,all_other,0.23,183.74,11.2248,18.67,629,13577.6,32210,52.3,4,0,0,1
1080,1,educational,0.23,181.52,11.0224,19.79,682,3332.0,38005,99.2,0,1,0,1
1081,0,all_other,0.222,777.9,11.4057,15.31,780,14474.8,45485,18.8,5,1,1,1
1082,0,educational,0.23,314.68,9.9237,11.51,657,2335.5,33635,77.8,6,0,0,0
1083,0,home_improvement,0.2119,585.78,10.8212,17.29,827,9509.3,51166,82.3,6,0,1,1
1084,1,major_purchase,0.23,582.76,10.0697,19.3,676,11966.4,15540,40.1,0,2,0,0
1085,0,major_purchase,0.23,763.3,11.066,24.1,629,14968.7,45085,62.0,7,1,0,0
1086,1,debt_consolidation,0.23,678.91,11.8852,23.78,690,8872.9,20578,43.2,3,2,1,1
1087,0,debt_consolidation,0.23,764.49,10.6155,19.94,777,5026.6,37692,26.2,0,1,1,1
1088,0,educational,0.23,581.43,10.9764,26.83,642,9341.2,29519,42.6,4,1,1,1
1089,1,educational,0.23,432.04,11.3539,25.14,635,5253.5,54457,9.5,4,2,0,1
1090,1,debt_consolidation,0.2297,384.53,9.6594,4.0,798,9988.3,16272,70.7,3,0,0,0
1091,0,small_business,0.23,372.18,10.5867,28.7,744,8862.6,31184,82.9,5,0,0,0
1092,0,educational,0.23,405.63,11.1187,26.75,692,14268.6,9868,30.7,4,2,0,0
1093,0,educational,0.23,159.91,9.1618,9.63,778,5081.5,38001,56.6,1,2,1,0
1094,0,all_other,0.23,410.36,10.3139,0.61,797,4399.7,2213,23.2,4,0,0,1
1095,0,major_purchase,0.23,381.03,11.5605,18.12,695,9061.2,24697,12.7,2,1,1,0
1096,1,small_business,0.23,79.39,11.5018,13.15,737,1858.6,593,66.4,0,1,0,1
1097,0,educational,0.23,283.86,11.1246,22.49,622,4898.8,19643,13.4,2,2,1,1
1098,1,credit_card,0.23,689.12,11.4293,15.74,684,7013.0,29042,78.2,7,1,0,1
1099,1,small_business,0.2246,541.25,11.0291,2.29,744,9289.7,19902,27.2,4,0,0,1
1100,1,debt_consolidation,0.23,735.24,11.2332,7.34,661,5580.4,23154,81.9,2,2,0,0
1101,1,all_other,0.23,511.28,10.7106,26.48,828,10530.8,8899,36.9,2,2,0,0
1102,1,debt_consolidation,0.2235,775.97,10.9695,1.13,823,15933.0,42877,36.9,6,1,0,1
1103,0,home_improvement,0.23,726.66,10.5206,22.1,674,10243.4,47795,75.1,5,2,1,1
1104,0,major_purchase,0.23,133.54,11.6581,8.76,703,5876.3,27284,51.0,6,0,0,0
1105,1,small_business,0.23,880.46,11.8129,13.58,659,2053.7,3322,20.1,4,0,1,0
1106,0,all_other,0.23,62.54,11.7279,15.93,725,3323.3,3744,85.0,7,2,1,0
1107,1,all_other,0.23,557.31,10.6551,7.5,646,10540.7,40481,34.0,5,1,1,1
1108,1,all_other,0.23,723.63,10.3277,19.56,702,12623.1,55735,10.3,3,0,1,1
1109,1,major_purchase,0.2241,332.11,11.6662,20.8,736,1844.4,51867,41.6,2,2,1,0
1110,0,credit_card,0.23,558.78,11.2263,2.55,748,4154.3,24329,57.4,0,0,1,0
1111,0,debt_consolidation,0.23,357.8,11.0972,11.22,745,6424.4,29845,61.0,6,0,0,1
1112,0,home_improvement,0.23,101.52,10.5198,22.33,666,6436.1,9785,83.6,7,1,0,1
1113,0,major_purchase,0.23,57.19,11.1554,21.65,786,17292.9,4212,54.1,5,1,1,1
1114,0,home_improvement,0.23,130.63,10.2488,16.34,765,4464.1,45946,22.4,3,2,0,0
1115,0,credit_card,0.23,133.65,11.2804,23.33,778,2062.8,25705,26.2,1,1,1,1
1116,0,debt_consolidation,0.23,569.26,11.7273,3.23,718,7001.3,29812,10.1,5,0,1,0
1117,1,educational,0.23,496.99,11.8786,3.55,807,3285.5,20593,73.6,1,2,0,0
1118,1,major_purchase,0.23,437.14,11.3251,19.72,701,3151.9,18789,10.6,4,1,0,1
1119,1,credit_card,0.23,638.13,10.0708,20.8,789,7926.7,59132,60.6,2,0,0,1
1120,0,debt_consolidation,0.23,64.3,11.0184,24.44,662,6208.6,48972,59.7,6,1,0,1
1121,0,debt_consolidation,0.23,280.34,12.1838,5.43,671,2559.4,41475,78.6,7,1,1,1
1122,1,all_other,0.23,710.78,10.3788,15.5,730,11273.2,23349,7.5,1,1,1,0
1123,0,major_purchase,0.23,823.48,10.8645,19.82,736,9528.9,43281,20.3,2,0,0,0
1124,0,credit_card,0.23,422.59,11.7481,6.71,776,2310.7,20353,91.0,7,1,0,1
1125,1,major_purchase,0.23,119.26,11.2703,15.51,682,15666.7,30949,57.2,0,1,1,0
1126,1,debt_consolidation,0.2182,728.92,12.3881,19.15,803,5840.1,8701,45.8,4,2,0,1
1127,1,major_purchase,0.23,802.39,10.4603,6.43,689,17343.5,42564,74.8,1,2,1,0
1128,0,credit_card,0.23,401.61,10.3061,11.27,732,16836.2,3629,90.3,3,2,1,0
1129,0,educational,0.1904,256.85,11.6345,6.49,815,8379.6,43354,26.3,0,1,0,1
1130,0,home_improvement,0.23,87.38,10.1825,27.09,733,4885.6,36221,90.1,1,1,0,0
1131,1,credit_card,0.2208,552.42,10.7819,7.1,763,15192.5,3981,10.9,3,1,1,0
1132,0,credit_card,0.1893,823.39,10.8606,3.63,810,7141.9,30366,97.8,0,0,0,1
1133,0,major_purchase,0.2211,626.2,11.5216,1.05,824,3780.4,13356,16.5,6,0,1,0
1134,0,all_other,0.23,319.66,11.2686,1.35,724,10377.3,28567,26.6,4,2,0,1
1135,0,all_other,0.23,596.46,11.1742,5.75,707,9319.8,778,9.7,3,0,0,1
1136,0,major_purchase,0.23,757.26,10.6585,18.25,661,15450.3,43308,80.4,3,2,0,0
1137,1,home_improvement,0.2165,454.46,11.629,0.53,732,13397.8,30588,98.4,6,2,1,1
1138,1,small_business,0.196,746.79,13.3155,8.6,812,15894.4,21736,29.7,6,2,0,1
1139,1,home_improvement,0.23,383.12,11.3148,1.75,722,13489.9,52547,32.6,0,0,0,1
1140,0,debt_consolidation,0.23,346.23,10.9598,12.11,693,11917.0,38695,27.9,5,1,1,1
1141,1,debt_consolidation,0.23,545.54,10.1213,1.46,642,9503.0,36573,15.5,3,2,1,1
1142,1,debt_consolidation,0.23,444.98,10.5175,18.23,701,17788.4,8827,78.7,6,1,1,1
1143,0,small_business,0.23,880.55,10.7718,20.65,669,17305.8,30012,6.1,6,1,0,1
1144,1,home_improvement,0.2053,488.93,10.5792,21.94,825,15430.5,42037,96.8,5,2,1,0
1145,0,major_purchase,0.23,377.4,10.8904,6.73,730,14180.4,55557,92.7,5,2,0,0
1146,1,educational,0.23,385.69,11.9668,26.06,648,10818.5,36254,11.8,1,0,0,0
1147,0,credit_card,0.23,515.75,11.6483,20.71,634,5415.8,10333,53.0,6,0,1,1
1148,0,educational,0.2078,351.68,10.8047,1.7,798,15882.5,40677,99.3,5,1,0,0
1149,0,educational,0.2274,664.47,10.175,13.22,815,1183.9,4476,85.3,2,1,0,0
1150,1,small_business,0.2117,373.56,11.7024,23.03,780,4866.5,18776,71.5,1,2,1,0
